id,track names,artists name,artists id,genres
3G69vJMWsX6ZohTykad2AU,One,U2,51Blml2LZPmy7TTiAg47vQ,rock
1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),Inner Circle,5os0Ltvz8Q8BvXOPOd1frx,roots reggae
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,rock
7safX55XidhznxK5eDdDm5,I Can't Dance - Remastered 2007,Genesis,3CkvROUTQ6nRi9yQOcsB50,symphonic rock
5zDVyVBJoE0NVUmYcyvTny,Do I Have To Say The Words?,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,soft rock
6HdM7gzXVgcpepv276raog,It's My Life,Dr. Alban,6BkcAbUkfIBM4XudxieMq8,hip house
503OTo2dSqe7qk76rgsbep,Still D.R.E.,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,west coast rap
3l3xTXsUXeWlkPqzMs7mPD,End Of The Road,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,urban contemporary
6JaKSbteuZKkT6o4GrN1G4,"Boom, Boom, Boom, Boom!!",Vengaboys,0cwmNvclzPd8mQnoHuIksj,pop dance
5GorFaKkP2mLREQvhSblIg,All My Life,K-Ci & JoJo,05RZIdfz59ZW2FvFuwnmNK,urban contemporary
5EYdTPdJD74r9EVZBztqGG,The Bad Touch,Bloodhound Gang,6nDLku5uL3ou60kvCGZorh,rap rock
3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,rock
6SaeXxdt0Id6ZzmX0ZGTQK,"Fastlove, Pt. 1",George Michael,19ra5tSw0tWufvUp8GotLo,soft rock
4wtR6HB3XekEengMX17cpc,Children,Robert Miles,2YVF0Ou5zIc4mpgtLIlGN0,trance
1IsvXZXAV9EBC4hBKW6yDN,Missing - Todd Terry Remix / Radio Edit,Everything But The Girl,13ccXrK7AmXb4TddMkE7jy,trip hop
3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,Mark Morrison,6V3F8MZrOKdT9fU686ybE9,new jack swing
7dfl9X38RhIvB3oSmmneq3,I'll Make Love To You,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,urban contemporary
7obdw7ZGr6l1GqSBkFiY11,Macarena - Bayside Boys Remix,Los Del Rio,2JXn03fudjyRkQ1Ye9f5rk,no genre
39aRmixB9qNtCU2t8BmsC1,One Of Us - Short Version,Joan Osborne,0djV4iaxhNfYWpH60ia85o,singer-songwriter
1Eb90nmqTrxylKFhcUzW8P,(Everything I Do) I Do It For You,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,soft rock
31v2AQlx4pDI7kmnLxBkem,Mmm Mmm Mmm Mmm,Crash Test Dummies,1YEGETLT2p8k97LIo3deHL,pop rock
3NvS0SxNWIPiAJoPWUpZzr,"What Is Love - 7"" Mix",Haddaway,0Suv0tRrNrUlRzAy8aXjma,hip house
7ojJ4XvqBhBcteM0zjMebT,(I Can't Help) Falling In Love With You,UB40,69MEO1AADKg1IZrq2XLzo5,uk reggae
4UrgDocbHywDZv2f3mBhCq,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,7dnB1wSxbYa8CejeVg98hz,soft rock
3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,rock
6RQtvdmW0fnWv1VOKpgYcq,Sing Hallelujah!,Dr. Alban,6BkcAbUkfIBM4XudxieMq8,hip house
0wokCRaKD0zPNhMRXAgVsr,Ordinary World,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,synthpop
1kMOJBmpfWD9fir6st9uqS,Without You,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,urban contemporary
6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,Ace of Base,5ksRONqssB7BR161NTtJAm,pop rock
5DiXcVovI0FcY2s0icWWUu,Mr. Jones,Counting Crows,0vEsuISMWAKNctLlUAhSZC,rock
2MAVcVr2oylw2OZ3hojWYj,'74-'75,The Connells,3zAhmxuw1F3HmulPuy1RAb,power pop
1zng9uqqXoPkmU05nsAlsw,Bed Of Roses,Bon Jovi,58lV9VcRSjABbAbfWS6skp,rock
4n8iSiSWRdaSeSpJMbdk9O,Jessie,Joshua Kadison,2VrP5BkyzDhY43dWMlaYjD,no genre
4f6jZRNyjZQ8ltv1txgZUG,Can You Feel the Love Tonight,Elton John,3PhoLpVuITZKcymswpck5b,soft rock
0hrBpAOgrt8RXigk83LLNE,The Sign,Ace of Base,5ksRONqssB7BR161NTtJAm,pop rock
6WgBIPHwkQhCqMNnR5hQCN,Streets of Philadelphia,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,singer-songwriter
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,0TImkz4nPqjegtVSMZnMRq,urban contemporary
3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,soul
3vZO25GdYuqFrR1kzZADnp,Ready or Not,Fugees,2WKdxPFRD7IqZvlIAvhMgY,rap
5vKkaZHPzuqQheytfKuXzp,"Circle of Life - From ""The Lion King""/Soundtrack Version",Elton John,3PhoLpVuITZKcymswpck5b,soft rock
7ySbfLwdCwl1EM0zNCJZ38,One Sweet Day,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,urban contemporary
7p9dd71JR2ucoAuO1Sy0VZ,When You're Gone,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,soft rock
6qspW4YKycviDFjHBOaqUY,Waterfalls,TLC,0TImkz4nPqjegtVSMZnMRq,urban contemporary
0Uqs7ilt5kGX9NzFDWTBrP,Quit Playing Games (With My Heart),Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,europop
0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,Fugees,2WKdxPFRD7IqZvlIAvhMgY,rap
3jS7bB0oXVOwGFZn3aE5NV,You Oughta Know - 2015 Remaster,Alanis Morissette,6ogn9necmbUdCppmNnGOdi,singer-songwriter
0nnwn7LWHCAu09jfuH1xTA,Slide,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,post-grunge
32Gf5A7Hr8RdgggXG0Fdks,Have You Ever Really Loved A Woman?,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,soft rock
1aWV3uY3SIEZVbmv45oFWS,Creep,TLC,0TImkz4nPqjegtVSMZnMRq,urban contemporary
6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),Green Day,7oPftvlwr6VrsViSDV7fJY,punk
5bUVHuzQh5mkvMPjUU074i,"No Woman, No Cry",Fugees,2WKdxPFRD7IqZvlIAvhMgY,rap
0lnxrQAd9ZxbhBBe7d8FO8,MMMBop,Hanson,0SdiiPkr02EUdekHZJkt58,pop rock
013AWvizllIUEC2FOBzOnh,Truly Madly Deeply,Savage Garden,3NRFinRTEqUCfaTTZmk8ek,pop rock
1yTQ39my3MoNROlFw3RDNy,Say You'll Be There,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,pop rock
22HYEJveCvykVDHDiEEmjZ,Tubthumping,Chumbawamba,0TcYeHEK9sBtv7xPbKhzHz,anarcho-punk
1pKYYY0dkg23sQQXi0Q5zN,Around the World,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,filter house
06TuMCjDEYjTOJScCRzmjf,Don't Let Go (Love),En Vogue,5fikk4h5qbEebqK2Fc6e48,urban contemporary
29capylmokCeuNAWqGitij,Brimful of Asha (Norman Cook Remix) (Single Version),Cornershop,3Kf7VEIRWquxrNIuyJZnfF,chamber psych
1di1BEgJYzPvXUuinsYJGP,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,europop
1GrikfH0jDejDvrxo84n4P,Together Again,Janet Jackson,4qwGe91Bz9K2T8jXTZ815W,urban contemporary
2ezqQeBiC72gwMJoO4w1hA,Every Time I Close My Eyes (with Kenny G),Babyface,3aVoqlJOYx31lH1gibGDt3,urban contemporary
1wb4P4F0sxAQ2KXrRvsx6n,You're Still The One,Shania Twain,5e4Dhzv426EvQe3aDb64jL,dance pop
4lO57zZGFcj7vSY4QhfVDq,She's The One,Robbie Williams,2HcwFjNelS49kFbfvMxQYw,pop
36AWdhZIGLUTkWpJDhe7va,2 Become 1,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,pop rock
3UpS7kBnkVQYG13pDDFTC4,As Long as You Love Me,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,europop
7v02Sn9vYRQ6pc1lqhnkWY,Save Tonight,Eagle-Eye Cherry,3ngKsDXZAssmljeXCvEgOe,pop rock
4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,socal pop punk
2goLsvvODILDzeeiT4dAoR,Believe,Cher,72OaDtakiy6yFqkt4TsiFt,pop
1M2nd8jNUkkwrc1dgBPTJz,Angels,Robbie Williams,2HcwFjNelS49kFbfvMxQYw,pop
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,pop rock
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,26dSoYclwsYLMAKD3tpOr4,post-teen pop
4LJhJ6DQS7NwE7UKtvcM52,What's My Age Again?,blink-182,6FBDaR13swtiWwGhX1WQsP,socal pop punk
0gcjc7Vt5xtcfmJgf6g2IO,When You Say Nothing At All,Ronan Keating,3nlHsNqwCSvT988ZfSW1Yh,soft rock
4BggEwLhGfrbrl7JBhC8EC,Butterfly,Crazy Town,4iSKnRZAxkmqNok6tv10Se,rap rock
0LXosXV9ZvmzIpzUsOMuLv,You'll Be In My Heart,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,soft rock
3FteycP8CaXS1MhjcXekVT,Stop,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,pop rock
11mwFrKvLXCbcVGNxffGyP,Genie In a Bottle,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,post-teen pop
6kQz6t5z1FK4uohPh8Kd73,Let's Get Loud,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,urban contemporary
6nozDLxeL0TE4MS9GqYU1v,I Knew I Loved You,Savage Garden,3NRFinRTEqUCfaTTZmk8ek,pop rock
5Mmk2ii6laakqfeCT7OnVD,Thong Song,Sisqo,6x9QLdzo6eBZxJ1bHsDkjg,urban contemporary
4wYCe9tSmUolNU4WmJKbZy,Stay Another Day,East 17,6lOC7lwSO1ql4Gc2Y3QObY,hip house
6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,post-grunge
3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,1VJspRsoC6c0bvqhnSiFCs,roots reggae
0NJC0FDCODpPUntRTTQq97,Cryin',Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock
0Ssq7X1zG3iUqTDEKPaT1J,My Favourite Game,The Cardigans,1tqZaCwM57UFKjWoYwMLrw,swedish pop
3tyTt5pEWblt96j1HsXiV5,Freedom! '90 - Remastered,George Michael,19ra5tSw0tWufvUp8GotLo,soft rock
3ascnOSOR5MX901ylGuhcl,When a Man Loves a Woman,Michael Bolton,6YHEMoNPbcheiWS2haGzkn,soft rock
4lsEHglVsLzILTDQ3CNESV,All for Love,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,soft rock
2AlVWg58iy4Cx6KqD0XYu2,Picture Of You,Boyzone,6X9aYHnQ75YI8o08aoa0iS,pop rock
6beFuzSjwhOKFZp2aqYDdY,Amazing,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock
0P6CPJrNJ1Zt755CQTWg3S,C'est La Vie,B*Witched,72eP0W3rIhkxd0NHGg4w4u,girl group
0L0T4tMAaGqLgIVj1MOj9t,Father Figure - Remastered,George Michael,19ra5tSw0tWufvUp8GotLo,soft rock
7ziHnshbknkpFLDW5yGBjO,Never Ever,All Saints,5TDVKqW9uhqGjwwwKGuma4,pop rock
4UQLQJu3DNvVkMVglwElU2,The King of Wishful Thinking,Go West,7bKupnlF7XOfR1En3K8oAL,synthpop
5iwyLsQ5yjnCaRrJGyAPZM,Endless Love,Lionel Richie,3gMaNLQm7D9MornNILzdSl,soft rock
75CgD6l7K4qMzZrn4CbZqz,Stars,Simply Red,1fa0cOhromAZdq2xRA4vv8,sophisti-pop
5jVJAojK3LFKETjI2gYb8O,I Promised Myself,Nick Kamen,05GsKvp0yKuCyWQMsPAAmB,new wave pop
3v0uXfyMEZ1lGvBOv1Y4ar,Bring It All Back,S Club 7,1kM5rgJvkiDMOoKX56H6pX,europop
3i6qNxyVgIdUZTTi5m25EM,Bitch,Meredith Brooks,2QmLFuIDtNDmmJY3OtvinN,pop rock
7Lwo27zrXusqUlAaTgnytp,Stay,Lisa Loeb & Nine Stories,4a7CDXcRCXi4kp5z7SEXtg,pop rock
14sVnTYvfzo9sQM4RkQTaq,You Were Meant For Me,Jewel,6FbDoZnMBTdhhhLuJBOOqP,singer-songwriter
3cfOd4CMv2snFaKAnMdnvK,All Star,Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,pop rock
4t0UsYzmmmZRMTWn77jiGF,Show Me Love,Robin S,2WvLeseDGPX1slhmxI59G3,vocal house
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,Blackstreet,2P3cjUru4H3fhSXXNxE9kA,urban contemporary
5kK1Iru9ogP3Iy1zsANU1n,The Power of Love,Céline Dion,4S9EykWXhStSc15wEx8QFK,dance pop
4XifD1V0kWoG4WwsXTwS3y,Rhythm Divine,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,tropical
7woW97CfcWaKtuC6W5BP2K,Heal the World,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,soul
2bZfoRmADhlF5gMCSZ4pDS,Doo Wop (That Thing),Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,urban contemporary
3ldG6XCLDXxWg1N6XhrSKo,Shy Guy,Diana King,221iMiF62DFPnVuCLJakP1,reggae fusion
6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,Brandy,05oH07COxkXKIMt6mIPRee,urban contemporary
2Bxt2qamL6iu0XN0Td484J,Virtual Insanity - Remastered,Jamiroquai,6J7biCazzYhU3gM9j1wfid,pop dance
01qCxvpyyIm0a0RG3uYxEm,Could I Have This Kiss Forever,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,tropical
27QvYgBk0CHOVHthWnkuWt,Vogue,Madonna,6tbjWDEIzxoDsBA1FuhfPW,pop
6rQ9qJPvInEqSzlh89LsPJ,Coco Jamboo - Radio Version,Mr. President,7KBkgunlONG7LPxs93pgpp,hip house
36bOT34EdRNrNhCWMwNJKu,Just A Girl,No Doubt,0cQbJU1aAzvbEmTuljWLlF,pop rock
0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,tropical
0SLtqCrXBRrnkxSOMA3X4W,Let Me Entertain You,Robbie Williams,2HcwFjNelS49kFbfvMxQYw,pop
7CBy5lwwNECPDjsksQrxxB,Joyride,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,swedish pop
10tdqQKFhddpkjzxllTVRj,Crazy,Seal,5GtMEZEeFFsuHY8ad4kOxv,soft rock
3kenIsD2tMzxb8XtJlxi5J,Smooth,Santana,6GI52t8N5F02MxU0g5U69P,rock
6q9orQ8lTnKFqBhxRB0bY5,Man! I Feel Like A Woman!,Shania Twain,5e4Dhzv426EvQe3aDb64jL,dance pop
5zF2zGPkL6Ipsn9AfAK6RP,This Love,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop rock
6jBUP2KCe821yqf1hiBqPR,Broken Strings,James Morrison,3LpLGlgRS1IKPPwElnpW35,pop rock
5vQXxfGn1bjv5WESrYVVpw,Just Dance,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,pop dance
1oagRT7LfpVlNJN6FSZDGp,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,pop punk
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,0EmeFodog0BfCgMzAIvKQp,pop
2PkeVPcL32LA96cK5ySC3c,Yeah!,Usher,23zg3TcAtWQy7J6upgbUnj,urban contemporary
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,urban contemporary
1lkvpmrCaXK8QtliFDcHBO,Bubbly,Colbie Caillat,6aZyMrc4doVtZyKNilOmwu,viral pop
7vseIfb8ooQmXzisuinchZ,Infinity 2008,Guru Josh Project,4ME85YvMUi1hdqhbind7gy,acid house
4vp2J1l5RD4gMZwGFLfRAu,I Gotta Feeling,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,pop rap
5R9a4t5t5O0IsznsrKPVro,Single Ladies (Put a Ring on It),Beyoncé,6vWDO969PvNqNYHIOW5v0m,r&b
395C2pn0PdOYPzM4B1jLoO,Sex on Fire,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,rock
3F9ByoUqu31xU0I3G5xfVg,Meet Me Halfway,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,pop rap
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,26dSoYclwsYLMAKD3tpOr4,post-teen pop
1ZCCVA90RcBOyiPPJPoNd6,Red,Daniel Merriweather,6HD2mo0Gz8wd8IbOXYwUfN,australian pop
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,pop
3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,pop punk
14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,Katy Perry,6jJ0s89eD6GaHleKKya26X,post-teen pop
127uq83uGFapbddqiMUKky,Sexy Bitch (feat. Akon),David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,tropical house
2ieu0FHqTpBUrMoCFVL3cb,Potential Breakup Song,Aly & AJ,5wugb0kaq0J6nyQ5Xgd17i,post-teen pop
2wLMMcXV6sRtLijfLZP9oR,Sweet Dreams,Beyoncé,6vWDO969PvNqNYHIOW5v0m,r&b
5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,Empire of the Sun,67hb7towEyKvt5Z8Bx306c,new rave
3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,neo soul
5ZdzNVOmCSp5HFLk0EgvJS,Dirty Little Secret,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,pop rock
244AvzGQ4Ksa5637JQu5Gy,You've Got The Love,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,uk alternative pop
5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,rock
3GpbwCm3YxiWDvy29Uo3vP,Right Round,Flo Rida,0jnsk9HBra6NMjO2oANoPY,pop rap
4IoYz8XqqdowINzfRrFnhi,You Found Me,The Fray,0zOcE3mg9nS6l3yxt1Y0bK,pop rock
6nLvaCZFR1wEzW3sIKpsnr,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,6Q192DXotxtaysaqNPy5yR,neo soul
64yrDBpcdwEdNY9loyEGbX,21 Guns,Green Day,7oPftvlwr6VrsViSDV7fJY,punk
7LP4Es66zdY7CyjepqmvAg,Down,Jay Sean,4pADjHPWyrlAF0FA7joK2H,urban contemporary
7LR85XLWw2yXqKBSI5brbG,Run This Town,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,rap
16XNk3bVCSHXN1rlwbXtHb,Birthday Sex,Jeremih,3KV3p5EY4AvKxOlhGHORLg,urban contemporary
4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,rap
0DMRKqrpd0QO4RWiEdMib0,You Know I'm No Good,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,neo soul
0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,Katy Perry,6jJ0s89eD6GaHleKKya26X,post-teen pop
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,6LqNN22kT3074XbTVUrhzX,post-teen pop
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,rap
60PAzFNW3vAiAiVK6DRJfB,Day 'N' Nite (Nightmare),Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,rock
3N4DI1vuTSX1tz7fa2NQZw,Rehab,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,neo soul
3UmaczJpikHgJFyBTAJVoz,Stan,Eminem,7dGJo4pcD2V6oG8kP0tJRR,rap
0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,urban contemporary
2ygMBIctKIAfbEBcT9065L,Pump It,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,pop rap
2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,The Game,0NbfKEOTQCcwd6o7wSDOHI,trap
5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,rock
7MDfN1ldfTMtuXXdVz2Pzc,Tears Dry On Their Own,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,neo soul
5D2mYZuzcgjpchVY1pmTPh,Candy Shop,50 Cent,3q7HBObVc0L8jNeTe5Gofh,rap
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,pop dance
07K4GcCDSTiXUF5ssyTRUM,The Sweet Escape,Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,urban contemporary
0wbDgMuAoy7O7pL3a69uZx,Give It To Me,Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,urban contemporary
3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,Mario,20s0P9QLxGqKuCsGwFsp7w,urban contemporary
3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,07QEuhtrNmmZ0zEcqE9SF6,post-teen pop
7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,3q7HBObVc0L8jNeTe5Gofh,rap
0JiY190vktuhSGN6aqJdrt,So What,P!nk,1KCSPY1glIKqW2TotWuXOR,post-teen pop
3jlbL2OTD5YmIunYzgQTAN,Live Your Life,T.I.,4OBJLual30L7gRl5UkeRcT,trap
2bLqfJjuC5syrsgDsZfGmn,The Way I Are,Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,urban contemporary
6B6aCxSBsECsulzOkJRxGv,If You're Not The One,Daniel Bedingfield,11hIqBsGRPztdjBHCSLClX,europop
1ctdfJSzp6qF2iDAVdDrfl,About You Now,Sugababes,7rZNSLWMjTbwdLNskFbzFf,urban contemporary
6ZLGthToczpvnL5Eoy6yrY,Pure Shores,All Saints,5TDVKqW9uhqGjwwwKGuma4,pop rock
7f2YrnkCsVAmsTgLf7GFAy,Sober,P!nk,1KCSPY1glIKqW2TotWuXOR,post-teen pop
7IhsLJMqdxoo7YAZjaSMru,Dead And Gone,T.I.,4OBJLual30L7gRl5UkeRcT,trap
4pbyDPjFgfPqFTcIMC8xpK,Rock DJ,Robbie Williams,2HcwFjNelS49kFbfvMxQYw,pop
0HKD13PLq2WicViBBhSrOl,Out Of Reach,Gabrielle,7rftfGIYEeZ79sLb58ZBDi,pop rock
3EDS89HeAhHiZKlljciK0a,Push The Button,Sugababes,7rZNSLWMjTbwdLNskFbzFf,urban contemporary
6bFsQ6yOp3z5mGNkhWP0P1,You Give Me Something,James Morrison,3LpLGlgRS1IKPPwElnpW35,pop rock
6gxycjJNMgmAyfzUXBN80P,Goodbye My Lover,James Blunt,7KMqksf0UMdyA0UCf4R3ux,pop rock
5OQGeJ1ceykovrykZsGhqL,Breathless,The Corrs,1VbWUxZTRNY2gw3qZ1tg9W,pop rock
4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,pop rock
1zusIxNqJu8i4g6P6hJ2Qa,Mercy,Duffy,37NqXwtb6nIEqRt4EJSoIO,dance pop
4SAHTVRe6EBhgAOWl49yPf,World of Our Own,Westlife,5Z1CCuBsyhEHngq3U5IraY,europop
1u0l8zWpQeMYStFkc2mLD7,Everywhere,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,post-teen pop
0vg4WnUWvze6pBOJDTq99k,You're Beautiful,James Blunt,7KMqksf0UMdyA0UCf4R3ux,pop rock
4E5P1XyAFtrjpiIxkydly4,Replay,Iyaz,5tKXB9uuebKE34yowVaU3C,post-teen pop
4xGuK7FsXuZwHCCuNnPzbD,L'Amour Toujours,Gigi D'Agostino,1OAjDaKgg00KCUYqDe68un,italo dance
3K4r00KlXytLJDfuytngmx,Warwick Avenue,Duffy,37NqXwtb6nIEqRt4EJSoIO,dance pop
4BggEwLhGfrbrl7JBhC8EC,Butterfly,Crazy Town,4iSKnRZAxkmqNok6tv10Se,rap rock
2N4viTG9njqCa4c46YyWs1,Be With You,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,tropical
6qc34bnVOyqGDPni8H5W0U,Amazed,Lonestar,3qbnxnvUqR14MJ9g8QwZJK,country road
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,pop
0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,U2,51Blml2LZPmy7TTiAg47vQ,rock
3skn2lauGk7Dx6bVIt5DVj,Starlight,Muse,12Chz98pHFMPJEknJQMWvI,rock
20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,scottish rock
1myEOhXztRxUVfaAEQiKkU,Cosmic Love,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,uk alternative pop
6tsojOQ5wHaIjKqIryLZK6,All My Life,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,rock
6ldwfK0yWgTAlmIfuQkTYN,I'm a Slave 4 U,Britney Spears,26dSoYclwsYLMAKD3tpOr4,post-teen pop
0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,pop
7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,John Mayer,0hEurMDQu99nJRq8pTxO14,singer-songwriter
0y2IOSoxpgGJ3KZDrmat9p,Here Without You,3 Doors Down,2RTUTCvo6onsAnheUk3aL9,post-grunge
456WNXWhDwYOSf5SpTuqxd,Dog Days Are Over,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,uk alternative pop
5FZxsHWIvUsmSK1IAvm2pp,Best of You,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,rock
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,rap
4YA5g2UpNLmdql8fdrhlwY,Let Me Blow Ya Mind,Eve,4d3yvTptO48nOYTPBcPFZC,urban contemporary
3y4KY2HvTEkFLrkHfIPWAl,Crazy in Love (feat. Jay-Z),Beyoncé,6vWDO969PvNqNYHIOW5v0m,r&b
0mqTcM8kuu2IYPotMt7AzS,Make You Feel My Love,Adele,4dpARuHxo51G3z768sgnrY,uk pop
